0.5582701020063768,2021-07-22 00:49:59.473978,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 64, 'optimizer': 'adam', 'lrAdam': 1e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 71}
0.5550248964341777,2021-07-22 01:27:14.315665,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 86, 'optimizer': 'adam', 'lrAdam': 1.642693798075294e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 316}
0.5655311827454932,2021-07-22 01:30:03.356611,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 52, 'optimizer': 'adam', 'lrAdam': 6.304687338349661e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 92}
0.5575257611108767,2021-07-22 01:31:02.420623,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 94, 'optimizer': 'adam', 'lrAdam': 2.188270105608498e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 229}
0.5591256521970656,2021-07-22 01:33:06.866009,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 118, 'optimizer': 'adam', 'lrAdam': 2.5183627226052275e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 9}
0.5593869051357986,2021-07-22 01:33:18.699457,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 51, 'optimizer': 'adam', 'lrAdam': 1.0971395529665298e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 600}
0.561028683420677,2021-07-22 01:38:37.063126,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 77, 'optimizer': 'adam', 'lrAdam': 7.449711500096656e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 54}
0.5569012038807305,2021-07-22 01:39:14.049302,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 117, 'optimizer': 'adam', 'lrAdam': 3.455177864272364e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 139}
0.5568915698893385,2021-07-22 01:40:31.968120,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 81, 'optimizer': 'adam', 'lrAdam': 1.6899829884143849e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 310}
0.5577811860014833,2021-07-22 01:43:17.728829,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 1.5625993108333185e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 365}
0.5582426672883486,2021-07-22 01:46:32.743548,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 83, 'optimizer': 'adam', 'lrAdam': 2.2935045547649503e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 568}
0.5627000016430415,2021-07-22 01:51:45.410216,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 95, 'optimizer': 'adam', 'lrAdam': 1.4253882649390888e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 334}
0.5604915343000275,2021-07-22 01:54:44.800758,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 111, 'optimizer': 'adam', 'lrAdam': 2.718728520277564e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 107}
0.5589406000765735,2021-07-22 01:55:52.098868,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 76, 'optimizer': 'adam', 'lrAdam': 4.843806069877014e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 110}
0.5579277529102467,2021-07-22 01:56:56.591020,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 62, 'optimizer': 'adam', 'lrAdam': 1.7249076467989083e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 698}
0.5568045653212652,2021-07-22 02:02:37.789175,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 89, 'optimizer': 'adam', 'lrAdam': 3.859029749537395e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 138}
0.5577765350552003,2021-07-22 02:03:56.415179,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 1.1324353382040236e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 432}
0.5589901940037092,2021-07-22 02:07:48.951282,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 57, 'optimizer': 'adam', 'lrAdam': 6.867078869140164e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 78}
0.558701167070672,2021-07-22 02:08:39.800940,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 88, 'optimizer': 'adam', 'lrAdam': 2.555563039137542e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 423}
0.5566130907242369,2021-07-22 02:12:06.535718,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 84, 'optimizer': 'adam', 'lrAdam': 3.0798013463836146e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 343}
0.5586243979338981,2021-07-22 02:14:57.104949,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 75, 'optimizer': 'adam', 'lrAdam': 1.9135201619544077e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 709}
0.5556201043510658,2021-07-22 02:20:39.594841,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 104, 'optimizer': 'adam', 'lrAdam': 8.557202725309289e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 64}
0.5571189211858674,2021-07-22 02:21:18.852679,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 111, 'optimizer': 'adam', 'lrAdam': 4.094986677595445e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 254}
0.555991234192992,2021-07-22 02:23:25.278472,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 70, 'optimizer': 'adam', 'lrAdam': 2.930477986458999e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 181}
0.5552264588753199,2021-07-22 02:25:05.610823,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 91, 'optimizer': 'adam', 'lrAdam': 1.585239611210233e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 27}
0.5592857139707995,2021-07-22 02:25:25.785449,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 101, 'optimizer': 'adam', 'lrAdam': 5.6499053036106965e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 51}
0.5547690481708111,2021-07-22 02:26:00.948727,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 68, 'optimizer': 'adam', 'lrAdam': 7.507258178813892e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 21}
0.5560526155540396,2021-07-22 02:26:16.603090,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 62, 'optimizer': 'adam', 'lrAdam': 4.073792514094037e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 35}
0.5579790105675876,2021-07-22 02:26:38.892836,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 71, 'optimizer': 'adam', 'lrAdam': 4.779894130128306e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 27}
0.5580506011117639,2021-07-22 02:26:57.454039,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 82, 'optimizer': 'adam', 'lrAdam': 9.840982091612077e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 11}
0.5571334667244534,2021-07-22 02:27:08.566455,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 108, 'optimizer': 'adam', 'lrAdam': 1.3548146121321757e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 726}
0.5565372380745661,2021-07-22 02:32:59.534179,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 66, 'optimizer': 'adam', 'lrAdam': 1.383408543804496e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 106}
0.5552599012713422,2021-07-22 02:33:55.626837,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 93, 'optimizer': 'adam', 'lrAdam': 4.493386426086503e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 247}
0.5622538331351535,2021-07-22 02:35:58.548120,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 86, 'optimizer': 'adam', 'lrAdam': 2.1220246035794935e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 263}
0.5631426921300158,2021-07-22 02:38:21.058621,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 80, 'optimizer': 'adam', 'lrAdam': 2.454987865768272e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 155}
0.5594902912867872,2021-07-22 02:39:54.175612,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 51, 'optimizer': 'adam', 'lrAdam': 3.3061170707273115e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 785}
0.559762931658331,2021-07-22 02:46:15.645496,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 36, 'optimizer': 'adam', 'lrAdam': 1.0225571136314602e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 778}
0.5550303324884163,2021-07-22 02:53:08.156137,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 126, 'optimizer': 'adam', 'lrAdam': 5.0503229953862574e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 52}
0.5613896581385363,2021-07-22 02:53:44.243551,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 126, 'optimizer': 'adam', 'lrAdam': 5.2414291642791505e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 38}
0.5573951834592353,2021-07-22 02:54:13.337764,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 75, 'optimizer': 'adam', 'lrAdam': 3.792696444189509e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 96}
0.5606311760341484,2021-07-22 02:55:13.999468,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 96, 'optimizer': 'adam', 'lrAdam': 9.146405970811622e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 33}
0.5579584059056992,2021-07-22 02:55:39.020534,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 101, 'optimizer': 'adam', 'lrAdam': 6.21662959904907e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 135}
0.5583222822634084,2021-07-22 02:57:01.689923,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 116, 'optimizer': 'adam', 'lrAdam': 1.823591085869615e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 156}
0.5554890454783518,2021-07-22 02:58:35.605774,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 80, 'optimizer': 'adam', 'lrAdam': 2.6837297798965543e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 133}
0.5561671243742834,2021-07-22 02:59:56.146349,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 44, 'optimizer': 'adam', 'lrAdam': 1.2941325230128444e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 757}
0.5646929445095239,2021-07-22 03:06:34.970268,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 69, 'optimizer': 'adam', 'lrAdam': 3.4166810277533555e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 93}
0.5567007546081897,2021-07-22 03:07:33.823606,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 90, 'optimizer': 'adam', 'lrAdam': 1.5547860096324417e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 292}
0.5592252223093382,2021-07-22 03:10:11.214809,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 123, 'optimizer': 'adam', 'lrAdam': 1.918541144100411e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 20}
0.5591788490521106,2021-07-22 03:10:27.734634,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 92, 'optimizer': 'adam', 'lrAdam': 5.299119253819672e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 7}
0.5601020986270462,2021-07-22 03:10:37.548872,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 85, 'optimizer': 'adam', 'lrAdam': 1.3119498493640515e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 38}
0.5559294290166443,2021-07-22 03:11:03.352902,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 77, 'optimizer': 'adam', 'lrAdam': 2.7044990195690962e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 23}
0.5590091130849657,2021-07-22 03:11:21.380405,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 100, 'optimizer': 'adam', 'lrAdam': 2.0758052748413486e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 22}
0.5566033022033089,2021-07-22 03:11:38.866537,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 91, 'optimizer': 'adam', 'lrAdam': 7.543115648623871e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 7}
0.5562859403699845,2021-07-22 03:11:48.783791,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 87, 'optimizer': 'adam', 'lrAdam': 4.419346425045305e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 141}
0.5599013062751487,2021-07-22 03:13:07.890306,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 59, 'optimizer': 'adam', 'lrAdam': 2.0923611908007702e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 358}
0.5577145378440274,2021-07-22 03:16:20.679826,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 107, 'optimizer': 'adam', 'lrAdam': 3.380474755865423e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 25}
0.5599535473676404,2021-07-22 03:16:38.545927,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 73, 'optimizer': 'adam', 'lrAdam': 7.445354755455112e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 82}
0.5594055989502201,2021-07-22 03:17:27.197750,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 96, 'optimizer': 'adam', 'lrAdam': 2.9104905113237105e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 88}
0.5582673155376363,2021-07-22 03:18:23.102113,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 114, 'optimizer': 'adam', 'lrAdam': 1.1801313561298211e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 27}
0.5587255618135226,2021-07-22 03:18:43.261716,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 106, 'optimizer': 'adam', 'lrAdam': 1.8755105500160754e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 23}
0.5563718501763664,2021-07-22 03:19:01.528828,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 103, 'optimizer': 'adam', 'lrAdam': 1.5406815610839125e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 33}
0.5568797130457487,2021-07-22 03:19:24.626267,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 17, 'optimizer': 'adam', 'lrAdam': 8.013452906845024e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 23}
0.5555922146877944,2021-07-22 03:19:43.037222,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 110, 'optimizer': 'adam', 'lrAdam': 3.037030942378264e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 34}
0.5563654556213564,2021-07-22 03:20:05.059903,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 2.3109866094938338e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 192}
0.5591317854735248,2021-07-22 03:22:00.085331,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 79, 'optimizer': 'adam', 'lrAdam': 9.760609893131684e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 109}
0.5563356892691964,2021-07-22 03:22:57.637923,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 83, 'optimizer': 'adam', 'lrAdam': 2.2941008273309703e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 19}
0.5574723976670727,2021-07-22 03:23:13.610114,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 120, 'optimizer': 'adam', 'lrAdam': 1.6744331142224455e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 60}
0.5599417540424108,2021-07-22 03:23:48.378700,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 93, 'optimizer': 'adam', 'lrAdam': 3.8604338509613495e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 85}
0.556240323607717,2021-07-22 03:24:43.251381,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 94, 'optimizer': 'adam', 'lrAdam': 4.565240288281616e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 242}
0.556079072672917,2021-07-22 03:26:44.538201,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 89, 'optimizer': 'adam', 'lrAdam': 5.305941650378969e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 243}
0.5560574918363045,2021-07-22 03:28:45.045792,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 86, 'optimizer': 'adam', 'lrAdam': 3.1146126655348796e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 349}
0.5571078978392475,2021-07-22 03:31:37.417790,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 8.410915377480574e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 131}
0.5570846099449697,2021-07-22 03:32:46.516539,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 128, 'optimizer': 'adam', 'lrAdam': 1.5258224253329424e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 542}
0.5561653374657552,2021-07-22 03:37:13.112572,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 102, 'optimizer': 'adam', 'lrAdam': 1.9025993903191715e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 221}
0.5570936989618288,2021-07-22 03:39:14.845276,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 96, 'optimizer': 'adam', 'lrAdam': 3.5120185537157774e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 279}
